Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,PlayerAdditional
290,Triston Casas,24,BOS,AL,0.0,23,95,83,13,20,3,0,6,10,0,1,12,28,.241,.337,.494,.831,126,.344,120,41,2,0,0,0,2,3/D,0,casastr01
291,Jake Cave,31,COL,NL,0.0,99,265,247,33,63,10,4,6,31,5,2,16,72,.255,.298,.401,.699,88,.305,83,99,6,0,0,2,1,97H/8D,0,caveja01
292,Freddy Fermin,29,KCR,AL,2.5,79,265,243,31,74,11,0,6,32,1,0,17,45,.305,.352,.424,.776,115,.342,115,103,7,2,1,2,1,2D/H,0,fermifr01
293,Maikel Garcia,24,KCR,AL,0.8,118,504,466,74,110,21,5,6,48,30,1,32,79,.236,.284,.341,.625,73,.290,69,159,5,0,4,2,0,54/H,0,garcima01
294,Michael Harris II,23,ATL,NL,0.7,70,292,274,31,68,9,2,6,25,8,4,15,64,.248,.291,.361,.652,80,.296,82,99,5,2,0,1,1,8,0,harrimi04
295,Spencer Horwitz,26,TOR,AL,0.6,58,233,200,30,53,11,0,6,22,0,0,25,43,.265,.356,.410,.766,118,.333,115,82,5,5,0,3,2,43/DH,0,horwisp01
296,Jake McCarthy,26,ARI,NL,2.3,104,335,294,47,92,10,7,6,40,18,3,26,56,.313,.384,.456,.839,135,.376,137,134,1,9,4,2,1,978H/D,0,mccarja02
297,Tyler Nevin,27,OAK,AL,0.1,64,217,186,18,39,8,0,6,17,1,0,23,48,.210,.309,.349,.658,90,.292,88,65,4,5,0,3,0,3597/HD,0,nevinty01
298,David Peralta,36,SDP,NL,0.7,60,166,152,22,42,8,0,6,21,1,0,12,34,.276,.337,.447,.785,120,.347,122,68,3,2,0,0,0,9HD/7,0,peralda01
299,Blake Perkins,27,MIL,NL,2.0,90,318,284,40,73,8,2,6,34,17,4,29,80,.257,.330,.363,.693,93,.320,95,103,3,3,0,2,0,8/HD,0,perkibl01
300,Luis Rengifo,27,LAA,AL,1.7,78,304,283,41,85,13,1,6,30,24,7,16,44,.300,.347,.417,.763,113,.342,113,118,6,4,1,0,0,54/H69D,0,rengilu01
301,Josh Rojas,30,SEA,AL,1.6,108,376,335,38,77,16,2,6,23,6,4,37,82,.230,.310,.343,.653,92,.290,93,115,4,2,0,0,1,5H4/71,0,rojasjo01
302,Max Schuemann,27,OAK,AL,1.5,98,339,290,47,69,9,0,6,28,11,1,39,87,.238,.333,.331,.664,93,.310,97,96,6,4,3,3,0,6/4H5789,0,schuema01
303,Dominic Smith,29,BOS,AL,0.0,83,278,249,29,59,20,0,6,34,1,1,25,65,.237,.317,.390,.706,94,.313,95,97,7,4,0,0,0,3H/D1,0,smithdo02
304,Edmundo Sosa,28,PHI,NL,2.4,69,219,201,30,54,10,4,6,26,6,1,10,54,.269,.321,.448,.769,114,.346,119,90,2,6,0,1,0,645/H,0,sosaed01
305,Mike Tauchman,33,CHC,NL,0.4,85,305,264,45,65,12,1,6,21,6,1,36,60,.246,.344,.367,.712,100,.321,100,97,5,4,0,1,0,9D87H,0,tauchmi01
306,Tyrone Taylor,30,NYM,NL,1.5,95,264,245,37,59,15,3,6,28,8,2,13,58,.241,.289,.400,.689,95,.315,101,98,4,4,1,1,0,98H7/D,0,tayloty01
307,Abraham Toro,27,OAK,AL,0.4,90,356,331,34,80,17,1,6,26,4,2,18,60,.242,.291,.353,.644,85,.284,83,117,4,5,2,0,1,54DH/37,0,toroab01
308,Enmanuel Valdéz,25,BOS,AL,-0.4,59,189,170,20,38,12,0,6,27,1,1,15,45,.224,.282,.400,.682,86,.296,83,68,3,0,1,3,0,4/HD57,0,valdeen01
309,Patrick Wisdom,32,CHC,NL,-0.1,55,132,119,12,24,7,1,6,20,5,0,8,46,.202,.267,.429,.696,91,.306,84,51,0,3,1,1,0,H35/D9147,0,wisdopa01
310,Francisco Alvarez,22,NYM,NL,0.7,64,231,210,23,54,12,2,5,27,1,0,19,56,.257,.320,.405,.725,107,.322,108,85,6,1,0,1,0,2/DH,0,alvarfr01
311,Miguel Amaya,25,CHC,NL,0.5,86,262,236,18,52,8,1,5,24,0,0,17,52,.220,.279,.326,.605,69,.275,68,77,3,3,4,2,0,2/H,0,amayami01
312,Jonah Bride,28,MIA,NL,0.3,31,109,91,11,25,3,0,5,20,0,1,13,25,.275,.376,.473,.849,131,.361,129,43,2,3,0,2,1,35/D4H,0,bridejo01
313,Willie Calhoun,29,LAA,AL,-0.3,68,254,229,26,56,16,0,5,20,0,1,23,31,.245,.315,.380,.695,94,.301,89,87,5,1,0,1,1,D/H37,0,calhowi01
314,Daz Cameron,27,OAK,AL,0.1,40,111,97,16,18,3,0,5,10,2,0,12,26,.186,.279,.371,.650,86,.297,89,36,3,1,0,1,0,97H/8D,0,camerda01
315,Evan Carter,21,TEX,AL,0.7,45,162,144,23,27,6,2,5,15,2,0,15,43,.188,.272,.361,.633,79,.283,78,52,1,2,0,1,0,7/9HD8,0,carteev01
316,Pete Crow-Armstrong,22,CHC,NL,1.2,84,258,238,19,50,8,6,5,25,23,0,11,58,.210,.253,.357,.610,68,.282,57,85,2,3,5,1,1,8H,0,crowape01
317,Elias Díaz,33,COL,NL,1.1,84,327,304,26,82,18,0,5,36,0,0,17,64,.270,.315,.378,.693,88,.307,84,115,13,4,0,2,2,2D/H,0,diazel01
318,Joey Gallo,30,WSN,NL,0.3,46,165,140,17,23,7,0,5,11,1,1,21,71,.164,.285,.321,.606,75,.277,79,45,0,3,0,1,0,3/D79H,0,gallojo01
319,Andrés Giménez,25,CLE,AL,3.1,114,473,434,50,112,18,1,5,50,20,3,20,66,.258,.306,.339,.644,81,.295,80,147,10,12,2,5,1,4,0,gimenan01
320,Nick Gonzales,25,PIT,NL,0.5,65,267,248,28,64,13,2,5,39,3,1,11,57,.258,.293,.387,.680,90,.295,84,96,3,3,1,4,1,4/65H,0,gonzani01
321,Yasmani Grandal,35,PIT,NL,-0.3,54,176,163,14,33,8,0,5,20,1,0,10,30,.202,.247,.344,.591,65,.284,76,56,6,0,2,1,0,2/H3,0,grandya01
322,Jason Heyward,34,LAD,NL,0.6,61,195,171,24,35,10,2,5,25,4,0,17,36,.205,.287,.374,.661,86,.294,82,64,3,4,0,3,0,9/H,0,heywaja01
323,Rece Hinds,23,CIN,NL,0.8,10,40,38,7,12,4,1,5,11,2,0,1,12,.316,.350,.868,1.218,223,.504,222,33,0,1,0,0,0,9,0,hindsre01
324,Nico Hoerner,27,CHC,NL,1.6,114,492,442,62,113,24,1,5,36,22,3,36,52,.256,.325,.348,.674,89,.313,91,154,6,11,0,3,1,46/H,0,hoernni01
325,Jackson Holliday,20,BAL,AL,0.1,25,96,90,18,18,1,1,5,15,0,0,5,34,.200,.250,.400,.650,84,.290,88,36,1,1,0,0,0,4,0,hollija01
326,Eloy Jiménez,27,2TM,AL,-0.3,76,282,261,21,69,12,0,5,21,3,0,19,56,.264,.316,.368,.683,94,.300,89,96,12,1,0,1,1,DH/9,0,jimenel02
327,Eloy Jiménez,27,CHW,AL,-0.6,65,249,229,18,55,9,0,5,16,3,0,18,47,.240,.297,.345,.642,82,.284,76,79,11,1,0,1,1,D/H9,0,jimenel02
328,Eloy Jiménez,27,BAL,AL,0.3,11,33,32,3,14,3,0,0,5,0,0,1,9,.438,.455,.531,.986,185,.425,185,17,1,0,0,0,0,/DH,0,jimenel02
329,Alex Kirilloff,26,MIN,AL,-0.5,57,178,159,20,32,8,3,5,20,0,0,15,47,.201,.270,.384,.653,80,.286,78,61,5,1,0,3,0,7D3/H9,0,kirilal01
330,Nick Martini,34,CIN,NL,-0.3,52,163,146,23,31,4,2,5,24,1,3,9,38,.212,.272,.370,.641,76,.293,85,54,1,4,0,3,0,D9/7H,0,martini02
331,Jorge Mateo,29,BAL,AL,0.7,68,208,192,30,44,14,2,5,18,13,2,10,48,.229,.267,.401,.668,90,.293,83,77,3,1,2,3,0,4/6H8D,0,mateojo01
332,Gabriel Moreno,24,ARI,NL,1.8,86,314,275,36,72,17,1,5,41,3,1,34,45,.262,.344,.385,.729,105,.321,102,106,10,2,0,3,1,2H/5,0,morenga01
333,Edward Olivares,28,PIT,NL,-0.6,55,196,174,22,39,4,0,5,23,1,0,16,37,.224,.291,.333,.624,76,.286,77,58,3,2,0,4,0,9/DH7,0,olivaed02
334,Richie Palacios,27,TBR,AL,2.0,88,301,253,46,59,8,1,5,21,19,1,42,66,.233,.350,.332,.682,98,.324,101,84,4,4,0,1,2,497H/D56,0,palacri01
335,Brayan Rocchio,23,CLE,AL,1.3,108,336,293,39,60,15,0,5,26,8,6,32,65,.205,.293,.307,.601,70,.273,71,90,7,6,2,3,1,6/H,0,rocchbr01
336,Casey Schmitt,25,SFG,NL,-0.1,26,80,77,9,16,1,1,5,10,0,0,1,16,.208,.225,.442,.667,86,.279,79,34,1,1,0,1,0,46/5H,0,schmica01
337,Donovan Solano,36,SDP,NL,0.9,64,216,199,23,61,9,0,5,27,1,1,13,41,.307,.356,.427,.784,121,.352,127,85,6,3,0,1,0,5DH/34,0,solando01
338,DJ Stewart,30,NYM,NL,-0.5,71,187,151,15,26,4,0,5,19,1,0,31,45,.172,.326,.298,.624,82,.298,90,45,5,4,0,1,0,9DH7/3,0,stewadj01
339,Gio Urshela,32,DET,AL,-0.6,92,325,300,25,73,10,1,5,37,0,0,19,49,.243,.286,.333,.619,73,.283,75,100,12,1,0,5,1,53/HD,0,urshegi01
340,Kevin Kiermaier,34,2TM,2LG,1.0,92,245,224,27,45,8,2,5,23,6,2,11,73,.201,.244,.321,.565,59,.257,59,72,3,2,7,1,0,8/H9D,0,kiermke01
341,Kevin Kiermaier,34,TOR,AL,0.8,81,217,200,24,39,7,2,4,18,5,0,10,66,.195,.236,.310,.546,54,.249,50,62,3,1,5,1,0,8/H9D,0,kiermke01
342,Kevin Kiermaier,34,LAD,NL,0.1,11,28,24,3,6,1,0,1,5,1,2,1,7,.250,.308,.417,.724,103,.323,130,10,0,1,2,0,0,8,0,kiermke01
343,Ramón Laureano,29,2TM,2LG,0.0,63,170,154,22,33,8,0,5,13,4,2,10,58,.214,.282,.364,.646,79,.293,82,56,3,5,0,1,0,98H,0,laurera01
344,Ramón Laureano,29,CLE,AL,0.1,31,83,70,7,10,3,0,1,4,3,1,7,32,.143,.265,.229,.494,41,.248,49,16,1,5,0,1,0,98/H,0,laurera01
345,Ramón Laureano,29,ATL,NL,-0.1,32,87,84,15,23,5,0,4,9,1,1,3,26,.274,.299,.476,.775,111,.337,113,40,2,0,0,0,0,9/H8,0,laurera01
346,Cavan Biggio,29,2TM,2LG,0.0,74,219,183,26,36,5,0,5,19,2,0,24,70,.197,.316,.306,.622,78,.289,81,56,1,8,2,0,0,4539H/D,0,biggica01
347,Cavan Biggio,29,TOR,AL,0.2,44,131,110,15,22,4,0,2,9,2,0,14,42,.200,.323,.291,.614,77,.289,81,32,1,6,0,0,0,49/H35D,0,biggica01
348,Cavan Biggio,29,LAD,NL,-0.2,30,88,73,11,14,1,0,3,10,0,0,10,28,.192,.306,.329,.635,80,.288,80,24,0,2,2,0,0,53/9H4,0,biggica01
349,Ronald Acuña Jr.,26,ATL,NL,0.0,49,222,192,38,48,8,1,4,15,16,3,27,53,.250,.351,.365,.716,100,.344,109,70,4,3,0,0,0,9,0,acunaro01
350,Miguel Andujar,29,OAK,AL,0.6,67,286,269,30,77,13,1,4,29,3,2,13,38,.286,.325,.387,.712,105,.314,105,104,9,3,0,1,0,7/D3H,0,andujmi01
351,Brett Baty,24,NYM,NL,0.4,50,171,153,15,35,3,0,4,16,0,0,16,42,.229,.306,.327,.633,82,.287,83,50,3,1,1,0,1,5/H,0,batybr01
352,Bo Bichette,26,TOR,AL,-0.3,79,330,305,29,68,16,1,4,30,5,1,20,62,.223,.276,.321,.597,70,.269,67,98,12,3,0,2,1,6,0,bichebo01
353,J.D. Davis,31,2TM,AL,-0.5,46,157,142,13,31,5,0,4,6,0,0,12,39,.218,.293,.338,.631,81,.277,77,48,5,3,0,0,0,35/DH,0,davisjd01
354,J.D. Davis,31,OAK,AL,-0.2,39,135,123,12,29,4,0,4,5,0,0,9,30,.236,.304,.366,.670,92,.292,88,45,3,3,0,0,0,35/DH,0,davisjd01
355,J.D. Davis,31,NYY,AL,-0.4,7,22,19,1,2,1,0,0,1,0,0,3,9,.105,.227,.158,.385,11,.191,9,3,2,0,0,0,0,/3DH,0,davisjd01
356,Mauricio Dubón,29,HOU,AL,0.7,99,311,292,38,74,21,0,4,35,3,2,12,40,.253,.285,.366,.651,84,.288,83,107,4,2,2,3,0,738H49/56,0,dubonma01
357,Wilmer Flores,32,SFG,NL,-0.4,71,242,214,19,44,12,0,4,26,0,0,20,33,.206,.277,.318,.595,71,.275,75,68,5,3,0,5,1,3H/D5,0,florewi01
358,Romy González,27,BOS,AL,0.8,56,131,117,14,32,8,1,4,22,7,2,10,30,.274,.328,.462,.790,115,.346,114,54,4,1,0,3,0,H634/598D,0,gonzaro01
359,Randal Grichuk,32,ARI,NL,1.2,77,212,192,23,53,15,2,4,25,0,0,15,35,.276,.335,.438,.772,115,.341,117,84,5,3,0,2,0,9HD/7,0,grichra01
360,Ke'Bryan Hayes,27,PIT,NL,1.0,95,392,361,38,85,9,0,4,25,11,2,23,75,.235,.286,.294,.579,64,.271,64,106,11,4,0,4,1,5/H,0,hayeske01
361,Sam Hilliard,30,COL,NL,0.0,36,84,72,15,19,4,0,4,14,4,1,7,27,.264,.321,.486,.807,116,.354,116,35,0,0,3,2,1,7/89HD,0,hillisa01
362,Andy Ibáñez,31,DET,AL,1.2,68,175,162,23,43,7,1,4,24,1,2,9,45,.265,.309,.395,.704,95,.310,97,64,1,2,0,2,0,4H35/D67,0,ibanean01
363,Martín Maldonado,37,CHW,AL,-1.2,48,147,135,9,16,3,0,4,11,0,0,8,51,.119,.174,.230,.403,13,.180,2,31,5,1,3,0,0,2,0,maldoma01
364,Manuel Margot,29,MIN,AL,-0.6,106,281,257,34,62,12,1,4,28,4,0,18,44,.241,.295,.342,.638,78,.285,74,88,6,3,0,3,0,79H8/D,0,margoma01
365,Luis Matos,22,SFG,NL,-0.3,40,143,138,12,30,4,0,4,24,0,0,4,18,.217,.238,.333,.571,63,.267,70,46,5,0,0,1,1,89/H7D,0,matoslu02
366,Kyle McCann,26,OAK,AL,0.4,42,124,109,12,29,4,0,4,12,0,0,15,44,.266,.355,.413,.768,121,.337,121,45,2,0,0,0,1,2/HD,0,mccanky01
367,Chas McCormick,29,HOU,AL,-0.4,77,226,204,26,40,5,1,4,21,7,2,15,65,.196,.262,.289,.551,57,.261,61,59,2,4,1,2,0,79/8H,0,mccorch01
368,Parker Meadows,24,DET,AL,0.6,45,139,125,18,24,4,3,4,9,8,3,13,43,.192,.273,.368,.641,77,.290,78,46,0,1,0,0,0,8/H,0,meadopa01
369,Elehuris Montero,25,COL,NL,-1.5,67,247,224,23,46,10,0,4,28,0,0,20,56,.205,.267,.304,.571,55,.265,55,68,7,0,0,3,0,3D/H,0,monteel01
370,James Outman,27,LAD,NL,-0.6,52,154,135,12,20,4,0,4,11,2,1,15,54,.148,.253,.267,.520,48,.240,46,36,0,4,0,0,0,8H/79,0,outmaja01
371,Daniel Schneemann,27,CLE,AL,0.4,52,157,136,13,29,8,2,4,17,2,1,18,50,.213,.299,.390,.689,92,.303,90,53,1,0,0,3,0,659/8H47D,0,schneda04
372,Lenyn Sosa,24,CHW,AL,-1.0,64,230,217,14,47,8,0,4,17,3,0,9,50,.217,.254,.309,.563,59,.252,53,67,3,2,2,0,1,54/H3D,0,sosale01
373,Michael A. Taylor,33,PIT,NL,1.4,93,259,230,32,48,8,1,4,20,10,1,21,85,.209,.271,.304,.575,62,.269,60,70,2,0,4,4,0,8H,0,taylomi02
374,Spencer Torkelson,24,DET,AL,-1.2,54,230,209,24,42,15,0,4,18,0,0,16,56,.201,.266,.330,.597,66,.262,60,69,3,3,0,1,0,3/D,0,torkesp01
375,Jared Triolo,26,PIT,NL,0.6,87,307,272,25,54,8,0,4,27,5,1,28,79,.199,.277,.272,.549,56,.266,62,74,5,3,0,4,0,45/6H39,0,triolja01
376,LaMonte Wade Jr.,30,SFG,NL,2.3,84,283,229,36,64,12,0,4,20,1,1,46,64,.279,.404,.384,.789,130,.351,132,88,2,4,1,3,3,3H9/D7,0,wadela01
377,James Wood,21,WSN,NL,0.6,40,169,149,23,43,6,3,4,27,6,6,19,52,.289,.373,.450,.822,136,.353,139,67,0,1,0,0,0,7,0,woodja03
378,Tomás Nido,30,2TM,NL,-0.4,49,140,130,14,25,4,0,4,12,0,0,5,35,.192,.219,.315,.534,50,.236,43,41,1,0,3,2,0,2/H,0,nidoto01
379,Tomás Nido,30,NYM,NL,0.1,32,90,83,9,19,2,0,3,8,0,0,4,20,.229,.261,.361,.623,77,.278,77,30,0,0,2,1,0,2/H,0,nidoto01
380,Tomás Nido,30,CHC,NL,-0.5,17,50,47,5,6,2,0,1,4,0,0,1,15,.128,.143,.234,.377,3,.159,-17,11,1,0,1,1,0,2/H,0,nidoto01
381,Austin Hays,28,2TM,2LG,0.3,73,214,195,23,50,15,0,4,18,2,1,9,51,.256,.310,.395,.705,102,.313,104,77,2,7,1,2,1,7H/9D,0,haysau01
382,Austin Hays,28,BAL,AL,0.1,63,175,157,18,40,13,0,3,14,0,1,9,40,.255,.316,.395,.711,105,.315,108,62,1,6,1,2,1,7H/9D,0,haysau01
383,Austin Hays,28,PHI,NL,0.1,10,39,38,5,10,2,0,1,4,2,0,0,11,.263,.282,.395,.677,88,.305,83,15,1,1,0,0,0,7,0,haysau01
384,Derek Hill,28,3TM,2LG,-0.2,31,95,90,12,23,3,1,4,17,5,2,4,31,.256,.284,.444,.729,101,.339,115,40,2,0,0,1,0,8/79HD,0,hillde01
385,Derek Hill,28,2TM,NL,0.0,15,50,47,7,12,3,1,1,12,3,1,2,17,.255,.280,.426,.706,92,.317,94,20,1,0,0,1,0,/87DH,0,hillde01
386,Derek Hill,28,TEX,AL,-0.1,16,45,43,5,11,0,0,3,5,2,1,2,14,.256,.289,.465,.754,111,.364,138,20,1,0,0,0,0,/9H87D,0,hillde01
387,Derek Hill,28,SFG,NL,-0.1,5,13,12,3,3,0,1,0,2,0,0,1,3,.250,.308,.417,.724,107,.305,97,5,0,0,0,0,0,/78DH,0,hillde01
388,Derek Hill,28,MIA,NL,0.0,10,37,35,4,9,3,0,1,10,3,1,1,14,.257,.270,.429,.699,88,.321,93,15,1,0,0,1,0,/87DH,0,hillde01
389,Miguel Vargas,24,2TM,2LG,0.0,43,134,117,14,22,5,0,4,11,1,1,16,32,.188,.284,.333,.617,74,.279,77,39,1,0,0,1,0,7/5HD3,0,vargami01
390,Miguel Vargas,24,LAD,NL,0.3,30,80,71,11,17,4,0,3,9,1,0,8,16,.239,.313,.423,.735,106,.320,102,30,1,0,0,1,0,7/H3,0,vargami01
391,Miguel Vargas,24,CHW,AL,-0.4,13,54,46,3,5,1,0,1,2,0,1,8,16,.109,.241,.196,.436,26,.219,39,9,0,0,0,0,0,/5D7,0,vargami01
392,Blaze Alexander,25,ARI,NL,0.0,60,184,165,19,41,7,0,3,21,3,1,15,48,.248,.322,.345,.668,88,.304,89,57,1,3,1,0,0,64D/H5,0,alexabl01
393,Gabriel Arias,24,CLE,AL,-0.5,53,161,153,15,34,9,1,3,15,5,2,6,53,.222,.255,.353,.608,69,.272,68,54,4,1,0,1,0,56/4H38D79,0,ariasga01
394,Luis Arráez,27,2TM,NL,0.6,115,517,490,64,151,23,2,3,34,6,3,18,26,.308,.340,.382,.721,103,.321,102,187,17,6,2,1,1,34D/H,AS,arraelu01
395,Luis Arráez,27,MIA,NL,0.1,33,148,137,22,41,8,1,0,5,0,0,8,11,.299,.347,.372,.719,98,.327,101,51,5,2,1,0,0,4/3,AS,arraelu01
396,Luis Arráez,27,SDP,NL,0.5,82,369,353,42,110,15,1,3,29,6,3,10,15,.312,.337,.385,.722,104,.318,103,136,12,4,1,1,1,3D/4H,AS,arraelu01
397,Dylan Carlson,25,2TM,2LG,-0.6,71,177,155,16,33,6,0,3,19,1,1,15,47,.213,.294,.310,.603,70,.270,67,48,2,4,0,3,0,98H7/D,0,carlsdy01
398,Dylan Carlson,25,STL,NL,-1.0,59,138,121,12,24,5,0,0,11,0,1,12,37,.198,.275,.240,.515,46,.234,40,29,2,2,0,3,0,98H/7D,0,carlsdy01
399,Dylan Carlson,25,TBR,AL,0.4,12,39,34,4,9,1,0,3,8,1,0,3,10,.265,.359,.559,.918,158,.398,159,19,0,2,0,0,0,/79H,0,carlsdy01
400,Matt Carpenter,38,STL,NL,0.1,42,125,110,13,28,5,0,3,11,0,1,11,38,.255,.331,.382,.712,98,.310,96,42,0,2,0,1,0,D/H34,0,carpema01
401,Kody Clemens,28,PHI,NL,0.4,24,65,62,8,15,5,1,3,10,0,0,3,15,.242,.277,.500,.777,113,.328,108,31,2,0,0,0,0,3H/457D,0,clemeko01
402,David Dahl,30,PHI,NL,0.2,19,62,58,6,12,2,0,3,8,0,0,3,21,.207,.242,.397,.638,76,.287,79,23,0,0,0,1,0,7/D9H,0,dahlda01
403,Jonny DeLuca,25,TBR,AL,-0.7,74,243,221,14,40,9,3,3,22,9,3,18,60,.181,.252,.290,.542,55,.251,56,64,1,3,1,0,0,98H7/D,0,delucjo01
404,Estevan Florial,26,CLE,AL,0.0,36,111,98,11,17,6,2,3,11,2,1,11,41,.173,.264,.367,.631,75,.274,69,36,2,1,1,0,0,79D/H8,0,flories01
405,Jake Fraley,29,CIN,NL,0.5,88,284,261,35,73,12,2,3,22,16,5,18,55,.280,.331,.375,.706,96,.316,93,98,5,3,0,2,0,9H/D78,0,fraleja01
406,Adam Frazier,32,KCR,AL,0.1,80,239,213,26,45,9,0,3,18,2,0,19,44,.211,.291,.296,.587,64,.271,63,63,0,5,2,0,0,4H9D/75,0,fraziad01
407,Robbie Grossman,34,2TM,AL,0.1,66,195,165,19,38,7,0,3,14,3,0,28,40,.230,.338,.327,.666,91,.312,97,54,7,0,0,2,0,DH79,0,grossro01
408,Robbie Grossman,34,CHW,AL,-0.1,25,85,71,6,15,4,0,0,4,2,0,13,20,.211,.329,.268,.597,73,.294,82,19,2,0,0,1,0,9/H7D,0,grossro01
409,Robbie Grossman,34,TEX,AL,0.2,41,110,94,13,23,3,0,3,10,1,0,15,20,.245,.345,.372,.718,106,.326,109,35,5,0,0,1,0,DH7/9,0,grossro01
410,Eric Haase,31,MIL,NL,0.5,15,38,36,4,12,0,0,3,9,0,0,2,14,.333,.368,.583,.952,160,.403,159,21,0,0,0,0,0,2/DH,0,haaseer01
411,Brett Harris,26,OAK,AL,-0.6,36,123,103,15,15,3,0,3,12,0,3,17,25,.146,.276,.262,.539,57,.252,69,27,3,2,0,1,0,5/H,0,harribr02
412,Iván Herrera,24,STL,NL,0.6,54,192,172,24,48,6,1,3,19,4,0,15,41,.279,.340,.378,.718,100,.332,105,65,2,2,0,2,0,2D/H,0,herreiv01
413,Jose Iglesias,34,NYM,NL,1.9,51,159,147,22,49,11,1,3,20,2,1,8,19,.333,.377,.483,.860,145,.374,146,71,2,3,0,1,1,45/H6,0,iglesjo01
414,Alex Jackson,28,TBR,AL,-0.3,51,131,119,14,14,6,0,3,12,0,0,9,48,.118,.185,.244,.428,22,.198,20,29,2,1,1,1,0,2/H,0,jacksal02
415,Nolan Jones,26,COL,NL,-0.5,49,191,163,19,33,7,1,3,14,3,3,25,63,.202,.311,.313,.623,71,.283,71,51,4,1,1,1,2,7/DH,0,jonesno01
416,Corey Julks,28,CHW,AL,-0.5,52,140,127,13,29,7,0,3,9,5,2,13,36,.228,.300,.354,.654,85,.291,83,45,5,0,0,0,0,97H/D8,0,julksco01
417,Josh Jung,26,TEX,AL,0.3,19,79,75,7,20,3,1,3,8,1,0,3,25,.267,.291,.453,.744,108,.320,104,34,0,0,0,1,0,5/D,0,jungjo01
418,Alejandro Kirk,25,TOR,AL,0.7,70,257,222,15,53,10,0,3,34,0,0,24,37,.239,.307,.324,.632,81,.281,78,72,7,2,0,9,1,2/HD,0,kirkal01
419,Heston Kjerstad,25,BAL,AL,0.3,28,81,69,6,18,2,0,3,12,1,0,9,24,.261,.370,.420,.791,129,.355,134,29,0,3,0,0,2,/7HD9,0,kjershe01
420,Otto López,25,MIA,NL,0.9,78,274,256,28,59,9,0,3,23,13,1,12,47,.230,.266,.301,.566,55,.277,58,77,10,1,2,2,0,4/5H678,0,lopezot01
421,Rafael Marchán,25,PHI,NL,0.8,17,56,51,8,15,4,0,3,6,0,0,3,8,.294,.345,.549,.894,147,.380,147,28,1,1,1,0,0,2,0,marchra01
422,Noelvi Marté,22,CIN,NL,-1.0,39,149,141,18,26,7,0,3,12,4,1,4,46,.184,.221,.298,.519,43,.231,33,42,0,3,0,1,0,5/DH4,0,marteno01
423,Ángel Martínez,22,CLE,AL,0.4,31,125,110,12,26,6,0,3,9,2,0,12,23,.236,.306,.373,.679,90,.308,91,41,2,0,1,2,0,8/975DH4,0,martian02
424,James McCann,34,BAL,AL,0.3,50,178,164,22,37,7,0,3,16,1,0,10,41,.226,.275,.323,.598,73,.270,73,53,3,2,0,2,0,2/1,0,mccanja02
425,Reese McGuire,29,BOS,AL,0.1,52,158,139,10,29,3,0,3,18,3,0,13,39,.209,.280,.295,.575,60,.268,58,41,4,2,1,3,0,2/HD,0,mcguire01
426,Zach McKinstry,29,DET,AL,0.2,85,243,224,22,42,10,4,3,17,9,0,17,60,.188,.247,.308,.555,54,.257,50,69,2,1,0,1,0,65H7/491D,0,mckinza01
427,Danny Mendick,30,CHW,AL,-0.4,47,141,132,13,26,7,0,3,8,6,0,6,35,.197,.243,.318,.561,57,.254,50,42,3,2,1,0,0,54H/1D,0,mendida01
428,Joey Meneses,32,WSN,NL,-0.4,76,313,281,19,65,11,0,3,42,2,0,21,63,.231,.291,.302,.593,72,.280,79,85,9,5,0,6,1,3D/H,0,menesjo01
429,Whit Merrifield,35,2TM,NL,0.4,70,234,203,31,42,5,2,3,12,14,3,26,30,.207,.303,.296,.599,70,.302,84,60,4,2,3,0,0,475H/D,0,merriwh01
430,Whit Merrifield,35,PHI,NL,0.3,53,174,156,21,31,4,1,3,11,11,1,15,19,.199,.277,.295,.572,62,.293,75,46,2,2,1,0,0,745H/D,0,merriwh01
431,Whit Merrifield,35,ATL,NL,0.1,17,60,47,10,11,1,1,0,1,3,2,11,11,.234,.379,.298,.677,92,.330,110,14,2,0,2,0,0,4/H,0,merriwh01
432,Pedro Pagés,25,STL,NL,0.6,46,143,130,14,32,2,2,3,18,1,0,10,35,.246,.296,.362,.657,82,.289,76,47,5,0,1,2,0,2/H3,0,pagespe02
433,Víctor Robles,27,2TM,2LG,1.2,60,173,151,19,37,8,0,3,10,17,1,13,36,.245,.324,.358,.681,100,.326,102,54,2,5,3,1,0,879/H,0,roblevi01
434,Víctor Robles,27,WSN,NL,0.1,14,33,25,3,3,0,0,0,2,4,1,5,9,.120,.281,.120,.401,22,.255,51,3,0,1,1,1,0,/89H,0,roblevi01
435,Víctor Robles,27,SEA,AL,1.1,46,140,126,16,34,8,0,3,8,13,0,8,27,.270,.333,.405,.738,116,.343,114,51,2,4,2,0,0,87/9H,0,roblevi01
436,Johan Rojas,23,PHI,NL,0.5,90,290,270,36,66,6,1,3,27,20,3,12,53,.244,.284,.307,.592,67,.275,62,83,5,3,5,0,0,8/HD,0,rojasjo03
437,Miguel Rojas,35,LAD,NL,1.6,75,237,221,27,61,19,0,3,25,7,1,13,25,.276,.318,.403,.721,103,.318,99,89,5,1,1,1,0,64H/5,0,rojasmi02
